date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:24:26	134171/134171	---M--	200	added ('OK')	image/jpeg	etag:%2220c1b-62e54da8-54007aaf25d9193d;;;%22	https://html.creativegigstf.com/charles/images/home/slide-3.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/slide-3.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:26	1905/1905	---M--	200	added ('OK')	image/png	etag:%22771-62e54da8-eda17886e86df488;;;%22	https://html.creativegigstf.com/charles/images/icon/4.png	D:/all_test/test/html.creativegigstf.com/charles/images/icon/4.png	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:27	48088/48088	---M--	200	added ('OK')	image/jpeg	etag:%22bbd8-62e54da8-74a4c7db67a8a0db;;;%22	https://html.creativegigstf.com/charles/images/home/1.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/1.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:27	11270/11270	---M--	200	added ('OK')	image/jpeg	etag:%222c06-62e54da8-c6dcb4257ee37291;;;%22	https://html.creativegigstf.com/charles/images/home/3.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/3.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:27	10887/10887	---M--	200	added ('OK')	image/jpeg	etag:%222a87-62e54da8-94ed18aa69aafa3e;;;%22	https://html.creativegigstf.com/charles/images/home/4.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/4.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:28	11755/11755	---M--	200	added ('OK')	image/jpeg	etag:%222deb-62e54da8-c39f5aac000fdf79;;;%22	https://html.creativegigstf.com/charles/images/home/5.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/5.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:28	12773/12773	---M--	200	added ('OK')	image/jpeg	etag:%2231e5-62e54da8-25a2069e992cf454;;;%22	https://html.creativegigstf.com/charles/images/home/6.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/6.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:28	10644/10644	---M--	200	added ('OK')	image/jpeg	etag:%222994-62e54da8-87687a6701a60cf;;;%22	https://html.creativegigstf.com/charles/images/home/7.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/7.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:29	11773/11773	---M--	200	added ('OK')	image/jpeg	etag:%222dfd-62e54da8-d2b18ba97c4791c3;;;%22	https://html.creativegigstf.com/charles/images/home/8.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/8.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:29	29239/29239	---M--	200	added ('OK')	image/jpeg	etag:%227237-62e54da8-1c05c90a73ae0fd5;;;%22	https://html.creativegigstf.com/charles/images/team/1.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/team/1.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:30	26014/26014	---M--	200	added ('OK')	image/jpeg	etag:%22659e-62e54da8-60e3dbc37b2bfccb;;;%22	https://html.creativegigstf.com/charles/images/team/2.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/team/2.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:30	25952/25952	---M--	200	added ('OK')	image/jpeg	etag:%226560-62e54da8-3b31c2c27045a5e0;;;%22	https://html.creativegigstf.com/charles/images/team/3.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/team/3.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:30	24570/24570	---M--	200	added ('OK')	image/jpeg	etag:%225ffa-62e54da8-ea1deae45fe75cab;;;%22	https://html.creativegigstf.com/charles/images/team/4.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/team/4.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:31	2356/2356	---M--	200	added ('OK')	image/png	etag:%22934-62e54da8-b700d7eaefe33d45;;;%22	https://html.creativegigstf.com/charles/images/logo/p-1.png	D:/all_test/test/html.creativegigstf.com/charles/images/logo/p-1.png	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:31	3064/3064	---M--	200	added ('OK')	image/png	etag:%22bf8-62e54da8-839422bcc6a076ef;;;%22	https://html.creativegigstf.com/charles/images/logo/p-2.png	D:/all_test/test/html.creativegigstf.com/charles/images/logo/p-2.png	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:31	3250/3250	---M--	200	added ('OK')	image/png	etag:%22cb2-62e54da8-57e08ea1fab50dee;;;%22	https://html.creativegigstf.com/charles/images/logo/p-3.png	D:/all_test/test/html.creativegigstf.com/charles/images/logo/p-3.png	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:32	2502/2502	---M--	200	added ('OK')	image/png	etag:%229c6-62e54da8-17cbd842f0a9ffdd;;;%22	https://html.creativegigstf.com/charles/images/logo/p-4.png	D:/all_test/test/html.creativegigstf.com/charles/images/logo/p-4.png	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:32	2587/2587	---M--	200	added ('OK')	image/png	etag:%22a1b-62e54da8-1e550695cdd4f0f9;;;%22	https://html.creativegigstf.com/charles/images/logo/p-5.png	D:/all_test/test/html.creativegigstf.com/charles/images/logo/p-5.png	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:32	4208/4208	---M--	200	added ('OK')	image/jpeg	etag:%221070-62e54da8-d7c65ad56b68f8d0;;;%22	https://html.creativegigstf.com/charles/images/blog/1.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/blog/1.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:33	5713/5713	---M--	200	added ('OK')	image/jpeg	etag:%221651-62e54da8-7b05d70f4a4f2ae5;;;%22	https://html.creativegigstf.com/charles/images/blog/2.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/blog/2.jpg	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:33	85667/85667	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214ea3-62e54da8-4076b5d16f2cfe4a;gz%22	https://html.creativegigstf.com/charles/vendor/jquery.2.2.3.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/jquery.2.2.3.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:34	19188/19188	---M-Z	200	added ('OK')	application/x-javascript	etag:%224af4-62e54da8-b1ba741bbfcf00cf;gz%22	https://html.creativegigstf.com/charles/vendor/popper.js/popper.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/popper.js/popper.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:34	50564/50564	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c584-62e54da8-94061852cdb6a6a3;gz%22	https://html.creativegigstf.com/charles/vendor/bootstrap/js/bootstrap.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/bootstrap/js/bootstrap.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:34	114620/114620	---M-Z	200	added ('OK')	application/x-javascript	etag:%221bfbc-62e54da8-d4c0e535527a23d7;gz%22	https://html.creativegigstf.com/charles/vendor/Camera-master/scripts/jquery.mobile.customized.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/Camera-master/scripts/jquery.mobile.customized.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:35	8097/8097	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fa1-62e54da8-8511dd72b4c17172;gz%22	https://html.creativegigstf.com/charles/vendor/Camera-master/scripts/jquery.easing.1.3.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/Camera-master/scripts/jquery.easing.1.3.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:35	40692/40692	---M-Z	200	added ('OK')	application/x-javascript	etag:%229ef4-62e54da8-1e9aa6be4a98075a;gz%22	https://html.creativegigstf.com/charles/vendor/Camera-master/scripts/camera.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/Camera-master/scripts/camera.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:36	5679/5679	---M-Z	200	added ('OK')	application/x-javascript	etag:%22162f-62e54da8-1782831e2001e44;gz%22	https://html.creativegigstf.com/charles/vendor/menu/src/js/jquery.slimmenu.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/menu/src/js/jquery.slimmenu.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:36	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-62e54da8-737a551e60c85d85;gz%22	https://html.creativegigstf.com/charles/vendor/WOW-master/dist/wow.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/WOW-master/dist/wow.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:37	40401/40401	---M-Z	200	added ('OK')	application/x-javascript	etag:%229dd1-62e54da8-18bf0f2ffad2583b;gz%22	https://html.creativegigstf.com/charles/vendor/owl-carousel/owl.carousel.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/owl-carousel/owl.carousel.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:37	1478/1478	---M-Z	200	added ('OK')	application/x-javascript	etag:%225c6-62e54da8-96bb626f94bfa674;gz%22	https://html.creativegigstf.com/charles/vendor/jquery.appear.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/jquery.appear.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:37	3466/3466	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d8a-62e54da8-b8dec128c71acc13;gz%22	https://html.creativegigstf.com/charles/vendor/jquery.countTo.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/jquery.countTo.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:38	45500/45500	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b1bc-62e54da8-8f3767010bbb8f1d;gz%22	https://html.creativegigstf.com/charles/vendor/fancybox/dist/jquery.fancybox.min.js	D:/all_test/test/html.creativegigstf.com/charles/vendor/fancybox/dist/jquery.fancybox.min.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:38	15566/15566	---M-Z	200	added ('OK')	application/x-javascript	etag:%223cce-62e54da8-2d6ea407be9603ae;gz%22	https://html.creativegigstf.com/charles/js/theme.js	D:/all_test/test/html.creativegigstf.com/charles/js/theme.js	(from https://html.creativegigstf.com/charles/?storefront=envato-elements)
08:24:39	127343/127343	---M-Z	200	added ('OK')	text/css	etag:%221f16f-62e54da8-b2a7bc1bc4ef053b;gz%22	https://html.creativegigstf.com/charles/vendor/bootstrap/css/bootstrap.min.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/bootstrap/css/bootstrap.min.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:39	26395/26395	---M-Z	200	added ('OK')	text/css	etag:%22671b-62e54da8-245f77e5ae418e99;gz%22	https://html.creativegigstf.com/charles/vendor/Camera-master/css/camera.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/Camera-master/css/camera.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:39	5374/5374	---M-Z	200	added ('OK')	text/css	etag:%2214fe-62e54da8-676b2918359938c1;gz%22	https://html.creativegigstf.com/charles/vendor/menu/dist/css/slimmenu.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/menu/dist/css/slimmenu.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:40	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-62e54da8-8341975c405a682;gz%22	https://html.creativegigstf.com/charles/fonts/font-awesome/css/font-awesome.min.css	D:/all_test/test/html.creativegigstf.com/charles/fonts/font-awesome/css/font-awesome.min.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:40	4614/4614	---M-Z	200	added ('OK')	text/css	etag:%221206-62e54da8-4d5d0ea1ec580be1;gz%22	https://html.creativegigstf.com/charles/vendor/owl-carousel/owl.carousel.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/owl-carousel/owl.carousel.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:41	1126/1126	---M-Z	200	added ('OK')	text/css	etag:%22466-62e54da8-b92b1efe03a6e9a0;gz%22	https://html.creativegigstf.com/charles/vendor/owl-carousel/owl.theme.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/owl-carousel/owl.theme.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:41	57095/57095	---M-Z	200	added ('OK')	text/css	etag:%22df07-62e54da8-a54a1e30932949f4;gz%22	https://html.creativegigstf.com/charles/vendor/WOW-master/css/libs/animate.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/WOW-master/css/libs/animate.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:42	1721/1721	---M-Z	200	added ('OK')	text/css	etag:%226b9-62e54da8-4aac6e429f942f4a;gz%22	https://html.creativegigstf.com/charles/fonts/icon/font/flaticon.css	D:/all_test/test/html.creativegigstf.com/charles/fonts/icon/font/flaticon.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:42	10424/10424	---M-Z	200	added ('OK')	text/css	etag:%2228b8-62e54da8-ebaade4fa2cb9906;gz%22	https://html.creativegigstf.com/charles/vendor/fancybox/dist/jquery.fancybox.min.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/fancybox/dist/jquery.fancybox.min.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:42	2418/2418	---M-Z	200	added ('OK')	text/css	etag:%22972-62e54da8-63de07d91164a7c8;gz%22	https://html.creativegigstf.com/charles/vendor/language-switcher/polyglot-language-switcher.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/language-switcher/polyglot-language-switcher.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:43	4247/4247	---M-Z	200	added ('OK')	text/css	etag:%221097-62e54da8-d08c9e9303d832e;gz%22	https://html.creativegigstf.com/charles/vendor/sanzzy-map/dist/snazzy-info-window.min.css	D:/all_test/test/html.creativegigstf.com/charles/vendor/sanzzy-map/dist/snazzy-info-window.min.css	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:43	35710/35710	---M--	200	added ('OK')	image/gif	etag:%228b7e-62e54da8-dc41f0493be222e3;;;%22	https://html.creativegigstf.com/charles/images/1.gif	D:/all_test/test/html.creativegigstf.com/charles/images/1.gif	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:44	165548/165548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22286ac-62e54da8-e7cf97d6005563ac;gz%22	https://html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.ttf	D:/all_test/test/html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.ttf	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:44	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-62e54da8-3b74c19e2578da38;gz%22	https://html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.eot	D:/all_test/test/html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.eot	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:46	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-62e54da8-ba3d686a149e148c;;;%22	https://html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.woff	D:/all_test/test/html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.woff	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:46	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-62e54da8-1016e8099315c509;;;%22	https://html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.woff2	D:/all_test/test/html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.woff2	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:47	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c7db-62e54da8-2075772fb59cf790;gz%22	https://html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.svg	D:/all_test/test/html.creativegigstf.com/charles/fonts/font-awesome/fonts/fontawesome-webfont.svg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:48	42126/42126	---M--	200	added ('OK')	image/png	etag:%22a48e-62e54da8-7428218a80871aeb;;;%22	https://html.creativegigstf.com/charles/images/home/pattern.png	D:/all_test/test/html.creativegigstf.com/charles/images/home/pattern.png	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:48	277036/277036	---M--	200	added ('OK')	image/jpeg	etag:%2243a2c-62e54da8-7b850ebbbd7eb73a;;;%22	https://html.creativegigstf.com/charles/images/home/2.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/2.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:48	367647/367647	---M--	200	added ('OK')	image/jpeg	etag:%2259c1f-62e54da8-8420e21e71cf492a;;;%22	https://html.creativegigstf.com/charles/images/home/9.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/9.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:50	6728/6728	---M--	200	added ('OK')	image/png	etag:%221a48-62e54da8-fac64a555316c25f;;;%22	https://html.creativegigstf.com/charles/images/home/pattern2.png	D:/all_test/test/html.creativegigstf.com/charles/images/home/pattern2.png	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:51	67246/67246	---M--	200	added ('OK')	image/jpeg	etag:%22106ae-62e54da8-844512ab9c6ea084;;;%22	https://html.creativegigstf.com/charles/images/home/10.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/10.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:51	212916/212916	---M--	200	added ('OK')	image/jpeg	etag:%2233fb4-62e54da8-b738712194771770;;;%22	https://html.creativegigstf.com/charles/images/home/11.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/11.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:52	80116/80116	---M--	200	added ('OK')	image/jpeg	etag:%22138f4-62e54da8-4333ef1f9f213788;;;%22	https://html.creativegigstf.com/charles/images/home/13.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/13.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:52	202635/202635	---M--	200	added ('OK')	image/jpeg	etag:%223178b-62e54da8-143171f65d8980cf;;;%22	https://html.creativegigstf.com/charles/images/home/14.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/14.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:53	818761/818761	---M--	200	added ('OK')	image/jpeg	etag:%22c7e49-62e54da8-6eedf5304e1d9870;;;%22	https://html.creativegigstf.com/charles/images/home/12.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/12.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:53	458071/458071	---M--	200	added ('OK')	image/jpeg	etag:%226fd57-62e54da8-ec01c09a9c06b59;;;%22	https://html.creativegigstf.com/charles/images/home/inner-banner.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/inner-banner.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
08:24:54	131138/131138	---M--	200	added ('OK')	image/jpeg	etag:%2220042-62e54da8-bf4a55ae1f5ffa89;;;%22	https://html.creativegigstf.com/charles/images/home/22.jpg	D:/all_test/test/html.creativegigstf.com/charles/images/home/22.jpg	(from https://html.creativegigstf.com/charles/css/style.css)
